Date, Time, Analog0(v), Analog8(v), Temperature(C), Pressure(hPa), Humidity(%), M32JM pressure sensor Pressure (psi), M32JM temperature (C)
2021-07-16, 00:08:58, 3.852, 5.192, 25.95, 1007.5, 52.611614, 0.06, 26.86
2021-07-16, 00:09:08, 3.848, 5.192, 25.95, 1007.4, 52.652611, 0.06, 26.86
2021-07-16, 00:09:17, 3.852, 5.192, 25.95, 1007.5, 52.664156, 0.04, 26.86
2021-07-16, 00:09:27, 3.844, 5.184, 25.95, 1007.4, 52.640935, 0.04, 26.86
2021-07-16, 00:09:37, 3.848, 5.184, 25.95, 1007.4, 52.605776, 0.04, 26.86
2021-07-16, 00:09:47, 3.844, 5.184, 25.96, 1007.5, 52.576846, 0.04, 26.86
2021-07-16, 00:09:57, 3.852, 5.184, 25.96, 1007.4, 52.594491, 0.04, 26.86
2021-07-16, 00:10:07, 3.852, 5.192, 25.97, 1007.4, 52.606298, 0.04, 26.86
2021-07-16, 00:10:17, 3.852, 5.192, 25.96, 1007.5, 52.582814, 0.04, 26.86
2021-07-16, 00:10:27, 3.848, 5.184, 25.97, 1007.4, 52.612136, 0.04, 26.86
2021-07-16, 00:10:37, 3.848, 5.184, 25.97, 1007.4, 52.594621, 0.04, 26.86
2021-07-16, 00:10:47, 3.844, 5.184, 25.97, 1007.5, 52.588782, 0.04, 26.86
2021-07-16, 00:10:57, 3.848, 5.184, 25.97, 1007.4, 52.629651, 0.04, 26.86
2021-07-16, 00:11:07, 3.852, 5.184, 25.98, 1007.4, 52.606558, 0.04, 26.86
2021-07-16, 00:11:17, 3.848, 5.184, 25.97, 1007.5, 52.606428, 0.04, 26.86
2021-07-16, 00:11:27, 3.848, 5.192, 25.99, 1007.5, 52.606819, 0.04, 26.86
2021-07-16, 00:11:37, 3.848, 5.192, 25.98, 1007.5, 52.606558, 0.06, 26.86
2021-07-16, 00:11:47, 3.848, 5.184, 25.97, 1007.5, 52.594751, 0.06, 26.86
2021-07-16, 00:11:56, 3.852, 5.184, 25.98, 1007.4, 52.606558, 0.05, 26.86
2021-07-16, 00:12:06, 3.848, 5.184, 25.99, 1007.5, 52.595142, 0.05, 26.86
2021-07-16, 00:12:16, 3.852, 5.184, 25.99, 1007.5, 52.560110, 0.04, 26.86
2021-07-16, 00:12:26, 3.852, 5.184, 25.99, 1007.4, 52.560110, 0.04, 26.86
2021-07-16, 00:12:36, 3.852, 5.184, 25.99, 1007.5, 52.583464, 0.04, 26.86
2021-07-16, 00:12:46, 3.852, 5.184, 25.99, 1007.4, 52.589433, 0.04, 26.86
2021-07-16, 00:12:56, 3.852, 5.184, 25.99, 1007.5, 52.571917, 0.03, 26.86
2021-07-16, 00:13:06, 3.848, 5.184, 26.00, 1007.4, 52.577885, 0.03, 26.86
2021-07-16, 00:13:16, 3.852, 5.184, 25.99, 1007.4, 52.548562, 0.05, 26.86
2021-07-16, 00:13:26, 3.848, 5.192, 26.00, 1007.6, 52.513658, 0.05, 26.86
2021-07-16, 00:13:36, 3.848, 5.192, 26.00, 1007.4, 52.525336, 0.04, 26.86
2021-07-16, 00:13:46, 3.844, 5.184, 26.00, 1007.4, 52.513658, 0.04, 26.86
2021-07-16, 00:13:56, 3.852, 5.184, 26.01, 1007.5, 52.560628, 0.03, 26.86
2021-07-16, 00:14:06, 3.848, 5.184, 26.00, 1007.4, 52.677144, 0.03, 26.86
2021-07-16, 00:14:16, 3.848, 5.184, 26.00, 1007.5, 52.671436, 0.03, 26.86
2021-07-16, 00:14:26, 3.852, 5.192, 26.00, 1007.4, 52.688821, 0.03, 26.86
2021-07-16, 00:14:36, 3.848, 5.192, 26.00, 1007.4, 52.618757, 0.03, 26.86
2021-07-16, 00:14:45, 3.852, 5.192, 26.00, 1007.4, 52.578015, 0.03, 26.86
2021-07-16, 00:14:55, 3.852, 5.192, 26.01, 1007.4, 52.543112, 0.04, 26.86
2021-07-16, 00:15:05, 3.852, 5.184, 26.01, 1007.4, 52.554789, 0.04, 26.86
2021-07-16, 00:15:15, 3.852, 5.184, 26.01, 1007.4, 52.514046, 0.04, 26.86
2021-07-16, 00:15:25, 3.852, 5.184, 26.01, 1007.4, 52.502238, 0.04, 26.86
2021-07-16, 00:15:35, 3.840, 5.184, 26.02, 1007.4, 52.490818, 0.04, 26.86
2021-07-16, 00:15:45, 3.848, 5.184, 26.02, 1007.4, 52.514175, 0.04, 26.86
2021-07-16, 00:15:55, 3.848, 5.184, 26.02, 1007.4, 52.479140, 0.03, 26.86
2021-07-16, 00:16:05, 3.848, 5.192, 26.01, 1007.4, 52.467332, 0.03, 26.86
2021-07-16, 00:16:15, 3.844, 5.184, 26.02, 1007.4, 52.479140, 0.03, 26.86
2021-07-16, 00:16:25, 3.848, 5.192, 26.02, 1007.4, 52.479268, 0.03, 26.86
2021-07-16, 00:16:35, 3.844, 5.192, 26.02, 1007.4, 52.496657, 0.05, 26.86
2021-07-16, 00:16:45, 3.852, 5.192, 26.02, 1007.4, 52.432554, 0.05, 26.86
2021-07-16, 00:16:55, 3.852, 5.184, 26.02, 1007.3, 52.409068, 0.06, 26.86
2021-07-16, 00:17:05, 3.852, 5.184, 26.02, 1007.4, 52.409068, 0.06, 26.86
2021-07-16, 00:17:15, 3.852, 5.192, 26.02, 1007.4, 52.414907, 0.03, 26.86
2021-07-16, 00:17:24, 3.844, 5.192, 26.02, 1007.4, 52.432554, 0.03, 26.86
2021-07-16, 00:17:34, 3.848, 5.184, 26.02, 1007.4, 52.415035, 0.05, 26.86
2021-07-16, 00:17:44, 3.848, 5.168, 26.03, 1007.4, 52.421003, 0.05, 26.86
2021-07-16, 00:17:54, 3.848, 5.192, 26.03, 1007.4, 52.397645, 0.05, 26.86
2021-07-16, 00:18:04, 3.848, 5.192, 26.02, 1007.4, 52.397517, 0.05, 26.86
2021-07-16, 00:18:14, 3.844, 5.184, 26.04, 1007.4, 52.409580, 0.04, 26.86
2021-07-16, 00:18:24, 3.844, 5.184, 26.03, 1007.3, 52.421003, 0.04, 26.86
2021-07-16, 00:18:34, 3.852, 5.184, 26.03, 1007.4, 52.409452, 0.04, 26.86
2021-07-16, 00:18:44, 3.852, 5.184, 26.04, 1007.3, 52.403740, 0.04, 26.86
2021-07-16, 00:18:54, 3.852, 5.192, 26.05, 1007.4, 52.392316, 0.05, 26.86
2021-07-16, 00:19:04, 3.852, 5.184, 26.03, 1007.4, 52.374287, 0.05, 26.86
2021-07-16, 00:19:14, 3.848, 5.184, 26.03, 1007.4, 52.386093, 0.04, 26.86
2021-07-16, 00:19:24, 3.848, 5.184, 26.03, 1007.4, 52.374414, 0.04, 26.86
2021-07-16, 00:19:34, 3.844, 5.184, 26.04, 1007.4, 52.362862, 0.04, 26.95
2021-07-16, 00:19:44, 3.844, 5.192, 26.04, 1007.4, 52.357023, 0.04, 26.95
2021-07-16, 00:19:54, 3.844, 5.192, 26.04, 1007.4, 52.362990, 0.04, 26.95
2021-07-16, 00:20:03, 3.852, 5.192, 26.05, 1007.4, 52.374797, 0.04, 26.95
2021-07-16, 00:20:13, 3.852, 5.184, 26.04, 1007.4, 52.386349, 0.04, 26.95
2021-07-16, 00:20:23, 3.848, 5.192, 26.06, 1007.4, 52.433323, 0.04, 26.95
2021-07-16, 00:20:33, 3.844, 5.192, 26.04, 1007.4, 52.374542, 0.05, 26.95
2021-07-16, 00:20:43, 3.848, 5.192, 26.03, 1007.4, 52.374414, 0.05, 26.95
2021-07-16, 00:20:53, 3.852, 5.184, 26.05, 1007.4, 52.403996, 0.04, 26.95
2021-07-16, 00:21:03, 3.856, 5.192, 26.05, 1007.4, 52.386476, 0.04, 26.95
2021-07-16, 00:21:13, 3.848, 5.192, 26.04, 1007.4, 52.398028, 0.04, 26.95
2021-07-16, 00:21:23, 3.848, 5.184, 26.04, 1007.4, 52.374542, 0.04, 26.95
2021-07-16, 00:21:33, 3.852, 5.184, 26.05, 1007.4, 52.374797, 0.05, 26.95
2021-07-16, 00:21:43, 3.844, 5.192, 26.04, 1007.3, 52.362862, 0.05, 26.95
2021-07-16, 00:21:53, 3.848, 5.192, 26.04, 1007.4, 52.374542, 0.04, 26.95
2021-07-16, 00:22:03, 3.852, 5.192, 26.05, 1007.4, 52.351437, 0.04, 26.95
2021-07-16, 00:22:13, 3.844, 5.184, 26.05, 1007.4, 52.351437, 0.04, 26.95
2021-07-16, 00:22:23, 3.852, 5.192, 26.05, 1007.4, 52.363117, 0.04, 26.95
2021-07-16, 00:22:33, 3.852, 5.192, 26.04, 1007.4, 52.351183, 0.04, 26.95
2021-07-16, 00:22:42, 3.848, 5.192, 26.05, 1007.3, 52.357277, 0.04, 26.95
2021-07-16, 00:22:52, 3.848, 5.184, 26.05, 1007.4, 52.357277, 0.04, 26.95
2021-07-16, 00:23:02, 3.848, 5.184, 26.04, 1007.3, 52.362862, 0.04, 26.95
2021-07-16, 00:23:12, 3.844, 5.184, 26.06, 1007.4, 52.386604, 0.05, 26.95
2021-07-16, 00:23:22, 3.848, 5.184, 26.06, 1007.3, 52.369084, 0.05, 26.95
2021-07-16, 00:23:32, 3.848, 5.184, 26.05, 1007.4, 52.368957, 0.04, 26.95
2021-07-16, 00:23:42, 3.852, 5.184, 26.06, 1007.4, 52.369212, 0.04, 26.95
2021-07-16, 00:23:52, 3.852, 5.184, 26.06, 1007.3, 52.369084, 0.05, 26.95
2021-07-16, 00:24:02, 3.852, 5.192, 26.06, 1007.3, 52.363244, 0.05, 26.95
2021-07-16, 00:24:12, 3.844, 5.184, 26.07, 1007.4, 52.351819, 0.05, 26.95
2021-07-16, 00:24:22, 3.852, 5.192, 26.07, 1007.3, 52.363499, 0.05, 26.95
2021-07-16, 00:24:32, 3.848, 5.184, 26.05, 1007.3, 52.374797, 0.05, 26.95
2021-07-16, 00:24:42, 3.844, 5.184, 26.06, 1007.4, 52.357404, 0.05, 26.95
2021-07-16, 00:24:52, 3.848, 5.192, 26.06, 1007.4, 52.386732, 0.05, 26.95
2021-07-16, 00:25:02, 3.856, 5.184, 26.07, 1007.3, 52.381019, 0.05, 26.95
2021-07-16, 00:25:12, 3.852, 5.192, 26.06, 1007.3, 52.410091, 0.04, 26.95
2021-07-16, 00:25:21, 3.844, 5.176, 26.06, 1007.3, 52.398411, 0.04, 26.95
2021-07-16, 00:25:31, 3.852, 5.184, 26.06, 1007.3, 52.386604, 0.05, 26.95
2021-07-16, 00:25:41, 3.852, 5.184, 26.07, 1007.3, 52.410347, 0.05, 26.95
2021-07-16, 00:25:51, 3.852, 5.192, 26.07, 1007.3, 52.422027, 0.05, 26.95
2021-07-16, 00:26:01, 3.852, 5.184, 26.07, 1007.3, 52.422027, 0.05, 26.95
2021-07-16, 00:26:11, 3.844, 5.184, 26.08, 1007.2, 52.422283, 0.05, 26.95
2021-07-16, 00:26:21, 3.844, 5.184, 26.07, 1007.3, 52.433579, 0.05, 26.95
2021-07-16, 00:26:31, 3.844, 5.184, 26.07, 1007.4, 52.457067, 0.05, 26.95
2021-07-16, 00:26:41, 3.852, 5.184, 26.07, 1007.3, 52.515337, 0.05, 26.95
2021-07-16, 00:26:51, 3.852, 5.184, 26.07, 1007.3, 52.538696, 0.04, 26.95
2021-07-16, 00:27:01, 3.848, 5.184, 26.07, 1007.3, 52.521306, 0.04, 26.95
2021-07-16, 00:27:11, 3.852, 5.192, 26.05, 1007.3, 52.503270, 0.04, 26.95
2021-07-16, 00:27:21, 3.844, 5.184, 26.05, 1007.3, 52.491591, 0.04, 26.95
2021-07-16, 00:27:31, 3.844, 5.184, 26.07, 1007.3, 52.503657, 0.04, 26.95
2021-07-16, 00:27:41, 3.852, 5.192, 26.07, 1007.3, 52.521306, 0.04, 26.95
2021-07-16, 00:27:51, 3.852, 5.184, 26.08, 1007.3, 52.492364, 0.04, 26.95
2021-07-16, 00:28:00, 3.844, 5.184, 26.07, 1007.3, 52.503786, 0.04, 26.95
2021-07-16, 00:28:10, 3.852, 5.184, 26.06, 1007.3, 52.491720, 0.05, 26.95
2021-07-16, 00:28:20, 3.844, 5.184, 26.06, 1007.3, 52.462650, 0.05, 26.95
2021-07-16, 00:28:30, 3.848, 5.192, 26.07, 1007.3, 52.468618, 0.04, 26.95
2021-07-16, 00:28:40, 3.844, 5.184, 26.07, 1007.3, 52.457067, 0.04, 26.95
2021-07-16, 00:28:50, 3.852, 5.184, 26.07, 1007.2, 52.422027, 0.04, 26.95
2021-07-16, 00:29:00, 3.852, 5.192, 26.07, 1007.3, 52.445387, 0.04, 26.95
2021-07-16, 00:29:10, 3.844, 5.184, 26.07, 1007.3, 52.422027, 0.04, 26.95
2021-07-16, 00:29:20, 3.848, 5.192, 26.08, 1007.3, 52.433835, 0.04, 26.95
2021-07-16, 00:29:30, 3.848, 5.184, 26.07, 1007.3, 52.422027, 0.04, 26.95
2021-07-16, 00:29:40, 3.852, 5.184, 26.08, 1007.3, 52.410475, 0.04, 26.95
2021-07-16, 00:29:50, 3.852, 5.184, 26.08, 1007.4, 52.416315, 0.04, 26.95
2021-07-16, 00:30:00, 3.844, 5.184, 26.07, 1007.2, 52.422027, 0.04, 26.95
2021-07-16, 00:30:10, 3.844, 5.184, 26.07, 1007.4, 52.316778, 0.04, 26.95
2021-07-16, 00:30:20, 3.844, 5.184, 26.07, 1007.3, 52.351946, 0.04, 26.95
2021-07-16, 00:30:30, 3.844, 5.192, 26.07, 1007.3, 52.328459, 0.04, 26.95
2021-07-16, 00:30:39, 3.848, 5.184, 26.08, 1007.4, 52.305478, 0.04, 26.95
2021-07-16, 00:30:49, 3.844, 5.184, 26.07, 1007.3, 52.328586, 0.05, 26.95
2021-07-16, 00:30:59, 3.848, 5.184, 26.08, 1007.4, 52.305478, 0.05, 26.95
2021-07-16, 00:31:09, 3.844, 5.184, 26.07, 1007.4, 52.351946, 0.05, 26.95
2021-07-16, 00:31:19, 3.844, 5.192, 26.07, 1007.2, 52.299385, 0.05, 26.95
2021-07-16, 00:31:29, 3.848, 5.184, 26.09, 1007.3, 52.305605, 0.04, 26.95
2021-07-16, 00:31:39, 3.852, 5.192, 26.08, 1007.4, 52.322999, 0.04, 26.95
2021-07-16, 00:31:49, 3.848, 5.184, 26.08, 1007.4, 52.375434, 0.04, 26.95
2021-07-16, 00:31:59, 3.848, 5.184, 26.08, 1007.4, 52.328839, 0.04, 26.95
2021-07-16, 00:32:09, 3.844, 5.184, 26.08, 1007.4, 52.270436, 0.04, 26.95
2021-07-16, 00:32:19, 3.848, 5.184, 26.08, 1007.4, 52.270436, 0.04, 26.95
2021-07-16, 00:32:29, 3.852, 5.184, 26.08, 1007.4, 52.363881, 0.05, 26.95
2021-07-16, 00:32:39, 3.844, 5.192, 26.08, 1007.4, 52.398922, 0.05, 26.95
2021-07-16, 00:32:49, 3.844, 5.176, 26.08, 1007.3, 52.451483, 0.03, 27.05
2021-07-16, 00:32:59, 3.852, 5.192, 26.08, 1007.3, 52.439803, 0.03, 27.05
2021-07-16, 00:33:08, 3.848, 5.184, 26.08, 1007.3, 52.410475, 0.04, 26.95
2021-07-16, 00:33:18, 3.852, 5.184, 26.08, 1007.2, 52.439803, 0.04, 26.95
2021-07-16, 00:33:28, 3.848, 5.184, 26.08, 1007.3, 52.387114, 0.03, 27.05
2021-07-16, 00:33:38, 3.844, 5.184, 26.08, 1007.4, 52.363881, 0.03, 27.05
2021-07-16, 00:33:48, 3.844, 5.184, 26.09, 1007.4, 52.328966, 0.06, 26.95
2021-07-16, 00:33:58, 3.852, 5.192, 26.08, 1007.3, 52.387242, 0.06, 26.95
2021-07-16, 00:34:08, 3.844, 5.184, 26.08, 1007.4, 52.375561, 0.03, 27.05
2021-07-16, 00:34:18, 3.848, 5.192, 26.08, 1007.3, 52.416315, 0.03, 27.05
2021-07-16, 00:34:28, 3.848, 5.184, 26.08, 1007.3, 52.445643, 0.03, 27.05
2021-07-16, 00:34:38, 3.856, 5.192, 26.08, 1007.3, 52.445643, 0.03, 27.05
2021-07-16, 00:34:48, 3.844, 5.184, 26.08, 1007.3, 52.410603, 0.04, 27.05
2021-07-16, 00:34:58, 3.856, 5.184, 26.08, 1007.3, 52.428123, 0.04, 27.05
2021-07-16, 00:35:08, 3.848, 5.184, 26.08, 1007.4, 52.433963, 0.03, 27.05
2021-07-16, 00:35:18, 3.844, 5.184, 26.09, 1007.3, 52.445900, 0.03, 27.05
2021-07-16, 00:35:28, 3.848, 5.192, 26.09, 1007.4, 52.451612, 0.03, 27.05
2021-07-16, 00:35:38, 3.848, 5.184, 26.09, 1007.3, 52.451740, 0.03, 27.05
2021-07-16, 00:35:47, 3.844, 5.184, 26.09, 1007.3, 52.445772, 0.03, 27.05
2021-07-16, 00:35:57, 3.852, 5.192, 26.09, 1007.3, 52.457580, 0.03, 27.05
2021-07-16, 00:36:07, 3.852, 5.184, 26.09, 1007.3, 52.445900, 0.04, 27.05
2021-07-16, 00:36:17, 3.848, 5.184, 26.09, 1007.3, 52.410730, 0.04, 27.05
2021-07-16, 00:36:27, 3.848, 5.184, 26.09, 1007.3, 52.445900, 0.03, 27.05
2021-07-16, 00:36:37, 3.852, 5.184, 26.09, 1007.3, 52.451612, 0.03, 27.05
2021-07-16, 00:36:47, 3.848, 5.184, 26.09, 1007.3, 52.475101, 0.04, 27.05
2021-07-16, 00:36:57, 3.848, 5.184, 26.08, 1007.3, 52.504044, 0.04, 27.05
2021-07-16, 00:37:07, 3.852, 5.192, 26.09, 1007.2, 52.527533, 0.03, 27.05
2021-07-16, 00:37:17, 3.848, 5.184, 26.08, 1007.3, 52.539084, 0.03, 27.05
2021-07-16, 00:37:27, 3.848, 5.184, 26.08, 1007.3, 52.533244, 0.03, 27.05
2021-07-16, 00:37:37, 3.844, 5.184, 26.08, 1007.3, 52.562443, 0.03, 27.05
2021-07-16, 00:37:47, 3.848, 5.184, 26.08, 1007.3, 52.556603, 0.04, 27.05
2021-07-16, 00:37:57, 3.844, 5.184, 26.08, 1007.3, 52.544924, 0.04, 27.05
2021-07-16, 00:38:07, 3.852, 5.192, 26.09, 1007.4, 52.591902, 0.04, 27.05
2021-07-16, 00:38:17, 3.844, 5.184, 26.09, 1007.3, 52.626942, 0.04, 27.05
2021-07-16, 00:38:26, 3.848, 5.192, 26.10, 1007.3, 52.574512, 0.03, 27.05
2021-07-16, 00:38:36, 3.848, 5.184, 26.09, 1007.3, 52.562702, 0.03, 27.05
2021-07-16, 00:38:46, 3.848, 5.184, 26.09, 1007.4, 52.539342, 0.04, 27.05
2021-07-16, 00:38:56, 3.856, 5.184, 26.09, 1007.3, 52.556733, 0.04, 27.05
2021-07-16, 00:39:06, 3.844, 5.192, 26.09, 1007.3, 52.556733, 0.04, 27.05
2021-07-16, 00:39:16, 3.848, 5.184, 26.09, 1007.3, 52.551022, 0.04, 27.05
2021-07-16, 00:39:26, 3.852, 5.184, 26.10, 1007.3, 52.551152, 0.03, 27.05
2021-07-16, 00:39:36, 3.844, 5.184, 26.09, 1007.3, 52.562573, 0.03, 27.05
2021-07-16, 00:39:46, 3.848, 5.184, 26.09, 1007.4, 52.562702, 0.04, 27.05
2021-07-16, 00:39:56, 3.848, 5.184, 26.09, 1007.3, 52.551022, 0.04, 27.05
2021-07-16, 00:40:06, 3.852, 5.192, 26.09, 1007.3, 52.539342, 0.03, 27.05
2021-07-16, 00:40:16, 3.848, 5.184, 26.09, 1007.3, 52.551022, 0.03, 27.05
2021-07-16, 00:40:26, 3.856, 5.184, 26.10, 1007.3, 52.539601, 0.05, 27.05
2021-07-16, 00:40:36, 3.848, 5.192, 26.10, 1007.3, 52.539471, 0.05, 27.05
2021-07-16, 00:40:46, 3.844, 5.184, 26.10, 1007.3, 52.527791, 0.03, 27.05
2021-07-16, 00:40:56, 3.844, 5.184, 26.10, 1007.3, 52.533760, 0.03, 27.05
2021-07-16, 00:41:05, 3.848, 5.192, 26.09, 1007.3, 52.533502, 0.04, 27.05
2021-07-16, 00:41:15, 3.848, 5.184, 26.10, 1007.4, 52.516240, 0.04, 27.05
2021-07-16, 00:41:25, 3.856, 5.192, 26.09, 1007.4, 52.533502, 0.03, 27.05
2021-07-16, 00:41:35, 3.848, 5.184, 26.10, 1007.3, 52.527920, 0.03, 27.05
2021-07-16, 00:41:45, 3.852, 5.184, 26.10, 1007.4, 52.527791, 0.02, 27.05
2021-07-16, 00:41:55, 3.856, 5.184, 26.10, 1007.4, 52.539601, 0.02, 27.05
2021-07-16, 00:42:05, 3.852, 5.184, 26.11, 1007.4, 52.563091, 0.04, 27.05
2021-07-16, 00:42:15, 3.848, 5.192, 26.10, 1007.3, 52.533760, 0.04, 27.05
2021-07-16, 00:42:25, 3.852, 5.184, 26.11, 1007.3, 52.452125, 0.03, 27.05
2021-07-16, 00:42:35, 3.852, 5.184, 26.12, 1007.4, 52.417338, 0.03, 27.05
2021-07-16, 00:42:45, 3.844, 5.184, 26.10, 1007.4, 52.399433, 0.03, 27.05
2021-07-16, 00:42:55, 3.848, 5.192, 26.12, 1007.3, 52.376580, 0.03, 27.05
2021-07-16, 00:43:05, 3.848, 5.192, 26.11, 1007.3, 52.364644, 0.03, 27.05
2021-07-16, 00:43:15, 3.844, 5.192, 26.11, 1007.2, 52.364644, 0.03, 27.05
2021-07-16, 00:43:25, 3.848, 5.184, 26.11, 1007.3, 52.370485, 0.04, 27.05
2021-07-16, 00:43:35, 3.852, 5.184, 26.12, 1007.3, 52.341536, 0.04, 27.05
2021-07-16, 00:43:44, 3.852, 5.184, 26.12, 1007.3, 52.353090, 0.04, 27.05
2021-07-16, 00:43:54, 3.844, 5.184, 26.12, 1007.3, 52.347376, 0.04, 27.05
2021-07-16, 00:44:04, 3.852, 5.192, 26.12, 1007.3, 52.358931, 0.04, 27.05
2021-07-16, 00:44:14, 3.848, 5.184, 26.12, 1007.3, 52.382421, 0.04, 27.05
2021-07-16, 00:44:24, 3.848, 5.192, 26.12, 1007.3, 52.335695, 0.04, 27.05
2021-07-16, 00:44:34, 3.848, 5.192, 26.13, 1007.3, 52.341663, 0.04, 27.05
2021-07-16, 00:44:44, 3.852, 5.184, 26.12, 1007.3, 52.353217, 0.04, 27.05
